"","Date","six-month","two-yr","five-yr","thirty-yr"
"534","08-05-2012",8.25,7.944,8.18,8.93
"535","08-05-2013",10.01,8.915,8.793,7.878
"536","08-05-2014",8.67,8.587,8.639,9.035
"537","08-05-2015",7.5,7.805,7.987,8.036
"538","08-05-2019",5.78,5.996,6.38,7.647
"539","08-06-2009",3.7,5.397,6.885,7.719
"540","08-06-2010",6.3,6.985,7.694,8.468
"541","08-06-2012",8.29,7.938,8.175,8.599
"542","08-06-2013",10.13,8.996,8.834,7.504
"543","08-06-2015",7.5,7.759,7.954,8.148
"544","08-06-2016",6.65,6.845,7.077,7.852
"545","08-06-2017",6.15,6.294,6.436,7.128
"546","08-06-2018",6.95,7.567,7.852,8.215
"547","08-07-2008",9.25,9.205,9.202,9.696
"548","08-07-2009",3.7,5.338,6.828,7.786
"549","08-07-2012",8.24,7.926,8.125,8.638
"550","08-07-2013",10.16,9.029,8.807,7.929
"551","08-07-2014",8.72,8.788,8.734,8.743
"552","08-07-2015",7.53,7.849,7.954,8.035
"553","08-07-2019",5.65,5.928,6.243,6.881
"554","08-08-2008",9.25,9.2,9.139,9.72
"555","08-08-2011",8.3,8.225,8.288,8.592
"556","08-08-2012",8.26,7.94,8.127,8.621
"557","08-08-2013",10.3,9.027,8.744,8.748
"558","08-08-2014",8.74,8.76,8.733,8.915
"559","08-08-2016",6.7,6.849,7.079,7.364
"560","08-08-2017",6.2,6.256,6.455,7.059
"561","08-08-2018",6.97,7.575,7.85,8.1
"562","08-08-2019",5.53,5.894,6.238,6.78
"563","08-09-2010",6.3,7.01,7.691,8.39
"564","08-09-2011",8.3,8.188,8.246,8.632
"565","08-09-2012",8.25,7.954,8.127,8.612
"566","08-09-2013",10.3,9.027,8.744,9.083
"567","08-09-2016",6.66,6.848,7.046,7.201
"568","08-09-2017",6.17,6.254,6.462,7.15
"569","08-10-2009",3.65,5.467,6.904,8.28
"570","08-10-2010",6.3,7.003,7.697,8.422
"571","08-10-2012",8.22,7.963,8.132,8.421
"572","08-10-2013",10.3,9.027,8.744,9.057
"573","08-10-2014",8.74,8.76,8.733,8.633
"574","08-10-2015",7.52,7.802,7.938,7.796
"575","08-10-2018",6.97,7.544,7.804,8.322
"576","08-11-2010",6.3,6.971,7.598,8.422
"577","08-11-2011",8.25,8.153,8.218,9.048
"578","08-11-2012",8.22,7.963,8.132,8.403
"579","08-11-2013",10.3,9.027,8.744,9.387
"580","08-11-2016",6.67,6.845,7.028,7.266
"581","08-11-2017",6.23,6.341,6.496,7.37
"582","08-12-2008",9.15,9.156,9.036,7.385
"583","08-12-2009",3.73,5.646,6.778,8.363
"584","08-12-2010",6.3,6.964,7.628,8.525
"585","08-12-2011",8.25,8.169,8.275,8.829
"586","08-12-2014",8.71,8.731,8.729,8.015
"587","08-12-2015",7.51,7.79,7.933,8.036
"588","08-12-2016",6.69,6.846,7.039,6.9
"589","09-01-2008",9.1,9.07,8.817,8.003
"590","09-01-2009",3.92,6.021,7.16,7.321
"591","09-01-2012",8.23,8.012,8.231,8.537
"592","09-01-2013",10.92,9.27,9.349,8.097
"593","09-01-2014",8.68,8.597,8.61,9.215
"594","09-01-2015",7.5,7.703,7.887,8.055
"595","09-01-2017",6.2,6.321,6.479,6.971
"596","09-02-2009",3.9,5.96,7.147,7.473
"597","09-02-2010",6.3,6.836,7.72,8.403
"598","09-02-2011",8.43,8.25,8.358,8.556
"599","09-02-2013",10.85,9.209,9.104,8.061
"600","09-02-2015",7.46,7.691,7.884,7.7
"601","09-02-2016",6.66,6.836,7.015,8.279
"602","09-03-2009",3.9,5.984,7.226,7.918
"603","09-03-2010",6.25,6.86,7.702,8.464
"604","09-03-2012",8.25,7.986,8.213,8.636
"605","09-03-2014",8.67,8.601,8.598,9.23
"606","09-03-2015",7.47,7.696,7.881,7.765
"607","09-03-2018",7.02,7.705,8.041,7.943
"608","09-04-2008",9.05,8.922,8.566,8.545
"609","09-04-2009",3.9,6.009,7.254,7.628
"610","09-04-2012",8.25,7.98,8.203,8.993
"611","09-04-2013",10.81,9.184,9.027,8.128
"612","09-04-2014",8.67,8.603,8.588,9.403
"613","09-04-2015",7.47,7.7,7.893,7.854
"614","09-04-2018",7.05,7.822,8.111,7.553
"615","09-04-2019",5.63,5.794,6.26,7.695
"616","09-05-2008",8.95,8.873,8.573,8.362
"617","09-05-2011",8.4,8.206,8.305,8.612
"618","09-05-2012",8.2,7.975,8.167,8.939
"619","09-05-2013",10.51,8.977,8.903,7.761
"620","09-05-2014",8.63,8.608,8.59,9.033
"621","09-05-2017",6.2,6.335,6.497,7.491
"622","09-05-2018",7.04,7.822,8.112,7.965
"623","09-05-2019",5.6,5.776,6.278,7.658
"624","09-06-2010",6.25,6.846,7.728,8.473
"625","09-06-2011",8.45,8.213,8.313,8.601
"626","09-06-2012",8.15,7.969,8.162,8.599
"627","09-06-2016",6.66,6.821,6.997,7.846
"628","09-06-2017",6.2,6.335,6.508,7.088
"629","09-07-2009",3.9,5.993,7.15,7.806
"630","09-07-2010",6.2,6.832,7.698,8.362
"631","09-07-2012",8.19,7.979,8.211,8.627
"632","09-07-2013",10.43,9.007,8.989,7.929
"633","09-07-2015",7.49,7.718,7.929,8.04
"634","09-07-2018",7.1,7.875,8.095,8.141
"635","09-08-2010",6.3,6.838,7.701,8.362
"636","09-08-2011",8.4,8.198,8.298,8.554
"637","09-08-2012",8.19,7.979,8.211,8.623
"638","09-08-2013",10.43,9.007,8.989,8.748
"639","09-08-2016",6.67,6.805,6.958,7.306
"640","09-08-2017",6.2,6.335,6.523,7.055
"641","09-09-2008",8.85,8.632,8.509,8.998
"642","09-09-2009",3.9,6.097,7.164,8.237
"643","09-09-2010",6.3,6.835,7.709,8.383
"644","09-09-2011",8.34,8.218,8.324,8.637
"645","09-09-2013",10.43,9.007,8.989,9.083
"646","09-09-2014",8.68,8.481,8.581,8.751
"647","09-09-2015",7.51,7.699,7.903,7.996
"648","09-09-2016",6.66,6.793,6.942,7.203
"649","09-09-2019",5.52,5.761,6.285,7.041
"650","09-10-2009",4,6.064,7.231,8.36
"651","09-10-2012",8.2,7.953,8.19,8.417
"652","09-10-2013",10.02,8.939,9.034,9.005
"653","09-10-2014",8.67,8.684,8.595,8.673
"654","09-10-2015",7.5,7.698,7.903,7.787
"655","09-10-2018",7.11,7.988,8.176,8.393
"656","09-11-2009",4,6.107,7.246,8.382
"657","09-11-2012",8.15,7.947,8.198,8.429
"658","09-11-2015",7.49,7.69,7.902,7.926
"659","09-11-2017",6.19,6.34,6.516,7.372
"660","09-11-2018",7.12,7.988,8.223,8.076
"661","09-12-2011",8.35,8.191,8.313,8.833
"662","09-12-2013",10.12,8.951,9.007,9.346
"663","09-12-2014",8.67,8.566,8.57,7.979
"664","09-12-2016",6.66,6.817,6.944,6.958
"665","09-12-2019",5.48,5.753,6.341,7.231
"666","10-01-2008",8.9,8.706,8.508,7.941
"667","10-01-2012",8.1,7.824,8.173,8.542
"668","10-01-2013",9.36,8.605,8.783,8.068
"669","10-01-2014",8.64,8.486,8.542,9.139
"670","10-01-2018",7.36,7.827,8.037,7.688
"671","10-01-2019",5.44,5.791,6.396,7.638
"672","10-02-2012",8.1,7.824,8.173,8.534
"673","10-03-2008",8.9,8.68,8.353,8.115
"674","10-03-2011",8.5,8.405,8.522,8.411
"675","10-03-2012",8.1,7.811,8.145,8.636
"676","10-03-2015",7.1,7.474,7.658,7.775
"677","10-03-2016",6.54,6.641,6.773,8.214
"678","10-03-2017",6.17,6.392,6.63,7.517
"679","10-04-2012",8.1,7.805,8.142,8.963
"680","10-04-2013",9.26,8.509,8.622,8.128
"681","10-04-2017",6.19,6.426,6.68,7.43
"682","10-04-2018",7.42,7.999,8.15,7.648
"683","10-04-2019",5.35,5.782,6.321,7.679
"684","10-05-2010",6.5,7.019,7.789,8.526
"685","10-05-2011",8.5,8.386,8.518,8.645
"686","10-05-2012",8.1,7.829,8.163,8.951
"687","10-05-2016",6.34,6.547,6.668,7.847
"688","10-05-2018",7.38,7.801,7.985,7.968
"689","10-06-2008",8.55,8.464,8.198,8.684
"690","10-06-2009",3.65,5.848,7.168,7.681
"691","10-06-2010",6.55,7.067,7.745,8.484
"692","10-06-2015",7.1,7.46,7.625,8.168
"693","10-06-2016",6.45,6.586,6.705,7.849
"694","10-07-2008",8.35,8.266,8.147,9.779
"695","10-07-2009",3.9,5.873,7.181,7.796
"696","10-07-2013",9.18,8.498,8.647,7.904
"697","10-07-2014",8.65,8.524,8.515,8.799
"698","10-07-2015",7.1,7.465,7.66,8.045
"699","10-07-2019",5.3,5.757,6.373,6.83
"700","10-08-2009",3.9,5.838,7.155,8.017
"701","10-08-2010",6.55,7.106,7.78,8.39
"702","10-08-2012",8.1,7.816,8.145,8.631
"703","10-08-2013",8.79,8.276,8.44,8.748
"704","10-08-2014",8.64,8.526,8.472,8.915
"705","10-08-2015",7.1,7.452,7.644,8.005
"706","10-08-2018",7.3,7.725,7.948,8.133
"707","10-09-2009",3.8,5.864,7.251,8.284
"708","10-09-2012",8.05,7.795,8.122,8.598
"709","10-09-2013",8.77,8.298,8.441,9.03
"710","10-09-2014",8.59,8.528,8.503,8.765
"711","10-09-2015",7.1,7.449,7.649,7.994
"712","10-09-2018",7.29,7.836,8.04,8.37
"713","10-10-2008",7.95,8.006,7.995,8.45
"714","10-10-2011",8.55,8.439,8.632,8.986
"715","10-10-2012",8.15,7.818,8.132,8.429
"716","10-10-2013",8.76,8.306,8.441,9.005
"717","10-10-2014",8.58,8.533,8.48,8.666
"718","10-10-2016",6.43,6.574,6.71,7.151
"719","10-10-2017",6.18,6.422,6.694,7.353
"720","10-10-2018",7.28,7.725,8.014,8.345
"721","10-10-2019",5.32,5.731,6.333,7.185
"722","10-11-2010",6.6,7.072,7.773,8.447
"723","10-11-2012",8.1,7.805,8.148,8.429
"724","10-11-2017",6.19,6.412,6.691,7.379
"725","10-12-2009",3.95,5.877,7.278,8.411
"726","10-12-2010",6.6,7.051,7.752,8.513
"727","10-12-2012",8.1,7.815,8.135,8.409
"728","10-12-2015",7.1,7.467,7.666,8.03
"729","10-12-2018",7.25,7.691,7.974,7.765
"730","11-01-2010",7.05,7.257,7.812,8.392
"731","11-01-2011",8.7,8.611,8.845,8.552
"732","11-01-2012",8.15,7.847,8.157,8.546
"733","11-01-2013",8.6,8.402,8.572,8.036
"734","11-01-2016",6.43,6.57,6.715,8.093
"735","11-01-2017",6.2,6.485,6.765,7.01
"736","11-01-2018",7.24,7.599,7.772,7.688
"737","11-01-2019",5.19,5.617,6.283,7.634
"738","11-02-2010",7.05,7.15,7.743,8.441
"739","11-02-2011",8.7,8.601,8.823,8.564
"740","11-02-2012",8.15,7.849,8.17,8.534
"741","11-02-2015",7.16,7.423,7.664,7.712
"742","11-02-2016",6.45,6.568,6.715,8.27
"743","11-03-2008",7.15,7.322,7.504,8.093
"744","11-03-2010",6.95,7.149,7.733,8.464
"745","11-03-2011",8.75,8.56,8.792,8.401
"746","11-03-2013",8.6,8.402,8.572,8.133
"747","11-03-2014",8.44,8.269,8.265,9.16
"748","11-03-2015",7.16,7.41,7.679,7.791
"749","11-03-2016",6.48,6.565,6.712,8.21
"750","11-04-2008",7.2,7.214,7.53,8.613
"751","11-04-2011",8.7,8.659,8.829,8.439
"752","11-04-2013",8.6,8.402,8.572,8.128
"753","11-04-2016",6.46,6.557,6.738,7.796
"754","11-04-2019",5.16,5.622,6.349,7.677
"755","11-05-2009",3.79,5.816,7.313,7.491
"756","11-05-2012",8.12,7.85,8.163,8.946
"757","11-05-2015",7.18,7.408,7.697,7.984
"758","11-05-2018",7.17,7.544,7.785,7.943
"759","11-06-2008",7.3,7.147,7.467,8.664
"760","11-06-2009",3.8,5.675,7.269,7.714
"761","11-06-2012",8.19,7.843,8.147,8.602
"762","11-06-2013",8.71,8.523,8.657,7.607
"763","11-06-2015",7.15,7.418,7.704,8.206
"764","11-06-2018",7.16,7.452,7.689,8.167
"765","11-06-2019",5.17,5.62,6.284,7.327
"766","11-07-2008",7.2,7.156,7.467,9.743
"767","11-07-2012",8.16,7.828,8.155,8.626
"768","11-07-2013",8.74,8.525,8.649,7.878
"769","11-07-2014",8.37,8.197,8.196,8.799
"770","11-07-2016",6.46,6.555,6.725,7.704
"771","11-07-2017",6.19,6.486,6.767,7.094
"772","11-07-2019",5.15,5.644,6.308,6.749
"773","11-08-2010",7,7.268,7.79,8.378
"774","11-08-2011",8.7,8.741,8.866,8.544
"775","11-08-2012",8.16,7.829,8.152,8.631
"776","11-08-2013",8.75,8.567,8.743,8.748
"777","11-08-2016",6.45,6.545,6.698,7.232
"778","11-08-2017",6.21,6.497,6.767,7.083
"779","11-09-2009",3.85,5.577,7.243,8.311
"780","11-09-2012",8.16,7.853,8.171,8.599
"781","11-09-2015",7.16,7.417,7.772,7.987
"782","11-09-2017",6.2,6.487,6.758,7.157
"783","11-09-2018",7.2,7.432,7.662,8.408
"784","11-10-2010",7.15,7.26,7.82,8.42
"785","11-10-2012",8.16,7.853,8.171,8.434
"786","11-10-2017",6.21,6.503,6.793,7.345
"787","11-11-2008",7.2,6.938,7.47,8.385
"788","11-11-2009",3.76,5.596,7.299,8.377
"789","11-11-2010",7.15,7.252,7.837,8.458
"790","11-11-2011",8.9,8.788,8.941,9.221
"791","11-11-2013",8.83,8.639,8.801,9.332
"792","11-11-2014",8.36,8.2,8.203,8.274
"793","11-11-2016",6.35,6.403,6.575,7.158
"794","11-11-2019",5.16,5.646,6.384,7.261
"795","11-12-2008",7.25,7.018,7.455,7.244
"796","11-12-2009",3.9,5.622,7.299,8.417
"797","11-12-2012",8.17,7.871,8.184,8.404
"798","11-12-2013",8.82,8.852,8.872,9.334
"799","11-12-2014",8.36,8.202,8.176,7.932
"800","11-12-2018",7.22,7.454,7.711,7.814
"801","12-01-2009",3.75,5.669,7.038,7.175
"802","12-01-2010",7.25,7.34,7.943,8.392
"803","12-01-2011",8.65,8.453,8.684,8.531
"804","12-01-2012",8.16,7.83,8.163,8.548
"805","12-01-2015",7.2,7.383,7.789,8.029
"806","12-01-2016",6.04,5.994,6.179,8.101
"807","12-02-2008",6.9,6.967,7.052,7.743
"808","12-02-2009",3.8,5.664,7.038,7.477
"809","12-02-2013",8.87,8.481,8.681,8.08
"810","12-02-2014",8.28,7.942,8.001,9.219
"811","12-02-2015",7.2,7.382,7.792,7.721
"812","12-02-2016",6.02,6.044,6.22,8.273
"813","12-02-2019",5.1,5.523,6.182,7.698
"814","12-03-2008",6.55,6.547,6.903,8.044
"815","12-03-2009",3.8,5.722,7.107,8.117
"816","12-03-2010",7.25,7.339,7.978,8.464
"817","12-03-2012",8.14,7.839,8.16,8.62
"818","12-03-2013",8.82,8.448,8.63,8.159
"819","12-03-2014",8.3,7.988,8.012,9.168
"820","12-03-2015",7.2,7.361,7.733,7.775
"821","12-03-2018",7.03,7.305,7.521,7.916
"822","12-03-2019",5.07,5.516,6.18,7.77
"823","12-04-2012",8.15,7.839,8.142,8.836
"824","12-04-2013",8.8,8.45,8.636,8.093
"825","12-04-2017",6.23,6.598,6.899,7.439
"826","12-04-2018",7.05,7.286,7.558,7.761
"827","12-04-2019",5.11,5.508,6.163,7.633
"828","12-05-2008",6.35,6.525,6.79,8.32
"829","12-05-2011",8.55,8.335,8.548,8.639
"830","12-05-2012",8.16,7.832,8.137,8.946
"831","12-05-2014",8.31,8.007,7.983,9.031
"832","12-05-2016",5.99,6.064,6.175,7.844
"833","12-05-2017",6.24,6.582,6.88,7.476
"834","12-06-2012",8.16,7.833,8.129,8.567
"835","12-06-2013",8.84,8.46,8.698,7.627
"836","12-06-2017",6.24,6.546,6.872,7.099
"837","12-06-2018",7,7.151,7.365,8.16
"838","12-06-2019",5.1,5.727,6.365,7.288
"839","12-07-2010",7.25,7.316,8.045,8.362
"840","12-07-2011",8.6,8.298,8.472,8.625
"841","12-07-2012",8.15,7.835,8.11,8.608
"842","12-07-2016",6.15,6.243,6.405,7.648
"843","12-07-2017",6.23,6.562,6.906,7.087
"844","12-07-2018",7.01,7.246,7.389,8.111
"845","12-08-2008",5.7,6.181,6.74,9.528
"846","12-08-2009",3.85,5.693,7.219,7.987
"847","12-08-2010",7.3,7.346,8.05,8.381
"848","12-08-2011",8.55,8.262,8.422,8.594
"849","12-08-2014",8.34,7.931,7.996,8.892
"850","12-08-2015",7.2,7.39,7.825,8.013
"851","12-08-2016",6.1,6.232,6.4,7.24
"852","12-09-2011",8.55,8.285,8.465,8.629
"853","12-09-2013",8.82,8.431,8.959,9.083
"854","12-09-2014",8.29,8.056,7.978,8.738
"855","12-09-2016",6.16,6.258,6.42,7.239
"856","12-09-2019",5.17,5.726,6.386,7.042
"857","12-10-2009",3.85,5.714,7.261,8.386
"858","12-10-2010",7.25,7.391,8.039,8.417
"859","12-10-2012",8.15,7.836,8.124,8.422
"860","12-10-2015",7.23,7.388,7.779,7.817
"861","12-10-2018",7.01,7.259,7.614,8.31
"862","12-11-2008",5.6,5.619,6.433,8.338
"863","12-11-2009",3.85,5.763,7.277,8.399
"864","12-11-2012",8.15,7.829,8.134,8.431
"865","12-11-2013",8.88,8.506,8.911,9.41
"866","12-11-2014",8.3,7.89,7.93,8.261
"867","12-11-2018",7.01,7.258,7.461,8.107
"868","12-12-2008",5.45,5.369,6.23,7.031
"869","12-12-2011",8.5,8.21,8.423,8.771
"870","12-12-2012",8.16,7.83,8.14,8.408
"871","12-12-2013",8.85,8.473,8.921,9.359
"872","12-12-2014",8.28,7.789,7.886,7.9
"873","12-12-2017",6.22,6.612,6.998,7.479
"874","12-12-2018",6.98,7.185,7.365,7.724
"875","12-12-2019",5.19,5.764,6.566,7.307
